Gene_Name	Accession-1	Left-End-Position	Right-End-Position	Product
nfsA	BW25113_RS04415	886640	887362	NADPH-dependent_nitro/quinone_reductase_NfsA
phnL	BW25113_RS21275	4307032	4307712	ATP-binding_cassette_protein_PhnL
hisL	BW25113_RS24020	2083477	2083527	his_operon_leader_peptide
fldB	BW25113_RS15055	3033214	3033735	flavodoxin_2
nagZ	BW25113_RS05760	1159551	1160576	&beta;-<i>N</i>-acetylglucosaminidase
fliP	BW25113_RS10185	2015350	2016087	flagellar_biosynthesis_protein_FliP
waaG	BW25113_RS18855	3799303	3800427	lipopolysaccharide_glucosyltransferase_I
cydD	BW25113_RS04605	924652	926418	heme_ABC_transporter_subunit_CydD
cutA	BW25113_RS21495	4354835	4355173	copper_binding_protein_CutA
alaC	BW25113_RS12415	2490536	2491774	glutamate&mdash;pyruvate_aminotransferase_AlaC
oxc	BW25113_RS12380	2483735	2485429	oxalyl-CoA_decarboxylase
prpR	BW25113_RS01700	342568	344154	DNA-binding_transcriptional_dual_regulator_PrpR
cvpA	BW25113_RS12080	2423754	2424242	colicin_V_production_protein
BW25113_RS07645	BW25113_RS07645	1522159	1524195	RHS_repeat_protein
dxr	BW25113_RS00865	190008	191204	1-deoxy-D-xylulose_5-phosphate_reductoisomerase
kbaY	BW25113_RS16265	3276502	3277362	tagatose-1,6-bisphosphate_aldolase_1
yfiB	BW25113_RS13600	2736984	2737466	lipoprotein_YfiB
soxS	BW25113_RS21095	4266988	4267311	DNA-binding_transcriptional_dual_regulator_SoxS
ynfT	BW25113_RS25615	1627147	1627260	Qin_prophage;_protein_YnfT
ybfA	BW25113_RS03620	724590	724796	DUF2517_domain-containing_protein_YbfA
pphA	BW25113_RS09630	1916570	1917226	phosphoprotein_phosphatase_1
frwB	BW25113_RS20495	4133552	4133872	putative_PTS_enzyme_IIB_component_FrwB
yeiH	BW25113_RS11265	2243196	2244245	PF03601_family_inner_membrane_protein_YeiH
appY	BW25113_RS02920	579137	579886	DLP12_prophage;_DNA-binding_transcriptional_activator_AppY
yghJ	BW25113_RS15440	3107909	3112471	putative_mayloidogenic_protein
aroE	BW25113_RS17015	3423379	3424197	shikimate_dehydrogenase
ytfE	BW25113_RS21870	4421138	4421800	iron-sulfur_cluster_repair_protein_YtfE
focA	BW25113_RS25515	949065	949922	formate_channel_FocA
yraI	BW25113_RS16295	3281449	3282144	putative_fimbrial_chaperone_YraI
lldR	BW25113_RS18720	3772414	3773190	DNA-binding_transcriptional_dual_regulator_LldR
acpP	BW25113_RS05695	1147071	1147307	acyl_carrier_protein
dxs	BW25113_RS02175	433771	435633	1-deoxy-D-xylulose-5-phosphate_synthase
rpsJ	BW25113_RS17215	3446318	3446629	30S_ribosomal_protein_S10
lpxM	BW25113_RS09730	1933479	1934450	Lipid_A_biosynthesis_myristoyltransferase
ubiT	BW25113_RS16365	3294111	3294635	anaerobic_ubiquinone_biosynthesis_accessory_factor_UbiT
trxB	BW25113_RS04610	926541	927506	thioredoxin_reductase
hycF	BW25113_RS14155	2837569	2838111	hydrogenase_3_iron-sulfur_protein_HycF
fliS	BW25113_RS10075	1998784	1999194	flagellar_biosynthesis_protein_FliS
yhfX	BW25113_RS17520	3503172	3504335	putative_PLP-binding_protein_YhfX
fabR	BW25113_RS20565	4151049	4151699	DNA-binding_transcriptional_repressor_FabR
appA	BW25113_RS05090	1036073	1037371	periplasmic_phosphoanhydride_phosphatase/multiple_inositol-polyphosphate_phosphatase
rng	BW25113_RS16825	3389685	3391154	RNase_G
ygdD	BW25113_RS14600	2934595	2934990	DUF423_domain-containing_inner_membrane_protein_YgdD
BW25113_RS16990	BW25113_RS16990	3420317	3420392	tRNA-Ala
pfkB	BW25113_RS09015	1800627	1801556	6-phosphofructokinase_2
fetA	BW25113_RS02530	511375	512052	putative_iron_ABC_exporter_ATP-binding_subunit_FetA
actS	BW25113_RS14900	2992495	2993250	amidase_activator
ymfE	BW25113_RS05920	1192989	1193693	e14_prophage;_uncharacterized_protein_YmfE
nfrB	BW25113_RS02950	586397	588634	cyclic_di-3',5'-guanylate-activated_glycosyltransferase
yjeJ	BW25113_RS21535	4363182	4364051	protein_YjeJ
yaeP	BW25113_RS00950	210412	210612	PF06786_family_protein_YaeP
arnB	BW25113_RS11770	2359407	2360546	UDP-4-amino-4-deoxy-L-arabinose_aminotransferase
aspS	BW25113_RS09785	1943007	1944779	aspartate&mdash;tRNA_ligase
ampH	BW25113_RS01940	390586	391743	peptidoglycan_DD-carboxypeptidase/peptidoglycan_DD-endopeptidase
eutK	BW25113_RS12715	2548587	2549087	putative_structural_protein,_ethanolamine_utilization_microcompartment
fecB	BW25113_RS22275	4503223	4504125	ferric_citrate_ABC_transporter_periplasmic_binding_protein
ynjA	BW25113_RS09170	1829772	1830320	AhpD-like_domain-containing_protein_YnjA
hicA	BW25113_RS07545	1503543	1503719	mRNA_interferase_toxin_HicA
ymfD	BW25113_RS05915	1192323	1192988	e14_prophage;_putative_SAM-dependent_methyltransferase_YmfD
trmL	BW25113_RS18730	3774575	3775048	tRNA_(cytidine/uridine-2'-<i>O</i>)-ribose_methyltransferase
lpxB	BW25113_RS00910	199835	200983	lipid_A_disaccharide_synthase
pqiB	BW25113_RS04930	1008715	1010355	intermembrane_transport_protein_PqiB
guaC	BW25113_RS00520	109931	110974	GMP_reductase
ybjQ	BW25113_RS04495	900049	900372	putative_heavy_metal_binding_protein_YbjQ
yfdG	BW25113_RS12260	2461334	2461696	CPS-53_(KpLE1)_prophage;_putative_bactoprenol-linked_glucose_translocase
yedI	BW25113_RS10230	2021930	2022847	DUF808_domain-containing_inner_membrane_protein_YedI
rprA	BW25113_RS23110	1764629	1764736	antisense_sRNA_RprA
mdaB	BW25113_RS15715	3165889	3166470	NADPH:quinone_oxidoreductase_MdaB
yqcC	BW25113_RS14520	2917143	2917472	DUF446_domain-containing_protein_YqcC
pyrG	BW25113_RS14460	2901388	2903025	CTP_synthetase
valS	BW25113_RS22105	4470799	4473654	valine&mdash;tRNA_ligase
yidD	BW25113_RS19260	3878176	3878433	membrane_protein_insertion_efficiency_factor
uspF	BW25113_RS07220	1429442	1429876	universal_stress_protein_F
yoaB	BW25113_RS09465	1887624	1887968	RutC_family_protein_YoaB
yjbE	BW25113_RS20885	4225834	4226076	uncharacterized_protein_YjbE
opgG	BW25113_RS05465	1104791	1106326	osmoregulated_periplasmic_glucans_biosynthesis_protein_G
yccJ	BW25113_RS05215	1062320	1062547	PF13993_family_protein_YccJ
nei	BW25113_RS03695	741391	742182	endonuclease_VIII
yibH	BW25113_RS18680	3763603	3764739	inner_membrane_protein_YibH
ydbJ	BW25113_RS07235	1435315	1435581	DUF333_domain-containing_protein_YdbJ
lsrA	BW25113_RS07930	1595747	1597282	Autoinducer-2_ABC_transporter_ATP_binding_subunit
lrhA	BW25113_RS11955	2399182	2400120	DNA-binding_transcriptional_dual_regulator_LrhA
yheO	BW25113_RS17340	3469077	3469799	DNA-binding_transcriptional_regulator_YheO
BW25113_RS15410	BW25113_RS15410	3103725	3103800	tRNA-Phe
ilvB	BW25113_RS19070	3844456	3846144	acetohydroxy_acid_synthase_I_subunit_IlvB
fimF	BW25113_RS22465	4537559	4538089	type_1_fimbriae_minor_subunit_FimF
thrL	BW25113_RS00005	190	255	<i>thr</i>_operon_leader_peptide
lolD	BW25113_RS05810	1172075	1172776	lipoprotein_release_complex_-_ATP_binding_subunit
ung	BW25113_RS13470	2710113	2710802	uracil-DNA_glycosylase
gpr	BW25113_RS15585	3141256	3142296	L-glyceraldehyde_3-phosphate_reductase
lacA	BW25113_RS01755	356960	357571	galactoside_<i>O</i>-acetyltransferase
yccT	BW25113_RS05000	1022567	1023229	curli_synthesis_inhibitor
murJ	BW25113_RS05570	1123295	1124830	lipid_II_flippase_MurJ
casA	BW25113_RS14360	2875989	2877497	type_I-E_CRISPR_system_Cascade_subunit_CasA
hyfH	BW25113_RS12980	2603523	2604068	hydrogenase_4_component_H
lgoT	BW25113_RS22680	4583178	4584539	galactonate:H+_symporter
araE	BW25113_RS14780	2974123	2975541	arabinose:H<sup>+</sup>_symporter
BW25113_RS26035	BW25113_RS26035	1665258	1665377	hypothetical_protein
pepA	BW25113_RS22115	4474257	4475768	aminopeptidase_A/I
hypF	BW25113_RS14115	2828532	2830784	carbamoyl--[HypE]_ligase
ybgE	BW25113_RS03815	769765	770058	PF09600_family_protein_YbgE
ydfG	BW25113_RS08070	1621774	1622520	3-hydroxy_acid_dehydrogenase_YdfG
gadA	BW25113_RS18230	3659540	3660940	glutamate_decarboxylase_A
fecI	BW25113_RS22290	4507531	4508052	RNA_polymerase_sigma_factor_FecI
ymjE	BW25113_RS25565	1353434	1353598	protein_YmjE
mdtE	BW25113_RS18210	3652592	3653749	multidrug_efflux_pump_membrane_fusion_protein_MdtE
ycjG	BW25113_RS06940	1383187	1384152	L-Ala-D/L-Glu_epimerase
abrB	BW25113_RS03700	742179	743225	putative_regulator
BW25113_RS23340	BW25113_RS23340	378044	378229	acetyltransferase
BW25113_RS22165	BW25113_RS22165	4486222	4486306	tRNA-Leu
lpd	BW25113_RS00580	124399	125823	lipoamide_dehydrogenase
ykgE	BW25113_RS01575	317319	318038	putative_lactate_utilization_oxidoreductase_YkgE
rpnA	BW25113_RS17675	3536526	3537404	recombination-promoting_nuclease_RpnA
cysC	BW25113_RS14310	2866746	2867351	adenylyl-sulfate_kinase
gnsA	BW25113_RS05155	1047523	1047696	putative_phosphatidylethanolamine_synthesis_regulator_GnsA
ydcT	BW25113_RS07565	1507074	1508087	putative_ABC_transporter_ATP-binding_protein_YdcT
dsbB	BW25113_RS06170	1227956	1228486	protein_thiol:quinone_oxidoreductase_DsbB
yegL	BW25113_RS10825	2145950	2146609	IPR002035_domain-containing_protein_YegL
rpoH	BW25113_RS17920	3593289	3594143	RNA_polymerase_sigma_factor_RpoH
yigB	BW25113_RS19795	3990543	3991259	5-amino-6-(5-phospho-D-ribitylamino)uracil_phosphatase
fpr	BW25113_RS20360	4103654	4104400	flavodoxin/ferredoxin-NADP<sup>+</sup>_reductase
hemC	BW25113_RS19760	3983185	3984126	hydroxymethylbilane_synthase
waaL	BW25113_RS18810	3790308	3791567	O-antigen_ligase
nohD	BW25113_RS02900	576290	576835	DLP12_prophage;_putative_DNA-packaging_protein_NohD
marC	BW25113_RS08015	1612500	1613165	inner_membrane_protein_MarC
rhmD	BW25113_RS11740	2353688	2354893	L-rhamnonate_dehydratase
zapD	BW25113_RS00510	108343	109086	cell_division_factor_ZapD
zntR	BW25113_RS17070	3432064	3432489	DNA-binding_transcriptional_activator_ZntR
mcrC	BW25113_RS22620	4566729	4567775	Type_IV_methyl-directed_restriction_enzyme_EcoKMcrBC_subunit
yciQ	BW25113_RS06605	1319003	1320898	DUF2207_domain-containing_protein_YciQ
cysU	BW25113_RS12645	2535038	2535871	sulfate/thiosulfate_ABC_transporter_inner_membrane_subunit_CysU
ycjW	BW25113_RS06915	1377220	1378218	DNA-binding_transcriptional_repressor_YcjW
azuC	BW25113_RS25130	1981354	1981440	small_regulatory_membrane_protein_AzuC
ldrD	BW25113_RS23010	3693340	3693447	small_toxic_polypeptide_LdrD
BW25113_RS14020	BW25113_RS14020	2811832	2811908	tRNA-Arg
frlR	BW25113_RS17490	3497411	3498142	DNA-binding_transcriptional_regulator_FrlR
rrf	BW25113_RS16970	3416784	3416899	5S_ribosomal_RNA
mdtD	BW25113_RS19510	3932545	3933972	multidrug_transporter_subunit_MdtD
mdtM	BW25113_RS22590	4557104	4558336	multidrug_efflux_pump_/_bile_salt:H<sup>+</sup>_antiporter_/_Na<sup>+</sup>:H<sup>+</sup>_antiporter_/_K<sup>+</sup>:H<sup>+</sup>_antiporter
waaF	BW25113_RS18800	3788289	3789335	ADP-heptose&mdash;LPS_heptosyltransferase_2
ybaB	BW25113_RS02435	489532	489861	putative_nucleoid-associated_protein_YbaB
can	BW25113_RS00630	138495	139157	carbonic_anhydrase_2
pdxK	BW25113_RS12615	2529745	2530596	pyridoxine/pyridoxal/pyridoxamine_kinase
yafD	BW25113_RS01050	227609	228409	endonuclease/exonuclease/phosphatase_domain-containing_protein_YafD
hybO	BW25113_RS15565	3138502	3139620	hydrogenase_2_small_subunit
caiB	BW25113_RS00200	37898	39115	&gamma;-butyrobetainyl-CoA:carnitine_CoA_transferase
ilvY	BW25113_RS19595	3950287	3951180	DNA-binding_transcriptional_dual_regulator_IlvY
infA	BW25113_RS04590	921681	921899	translation_initiation_factor_IF-1
arpA	BW25113_RS20840	4210229	4212415	regulator_of_acetyl_CoA_synthetase
sxy	BW25113_RS04975	1016594	1017223	transcriptional_coactivator_for_CRP
ybgP	BW25113_RS03710	744435	745163	putative_fimbrial_chaperone_YbgP
yghW	BW25113_RS15575	3139809	3140096	DUF2623_domain-containing_protein_YghW
betB	BW25113_RS01605	322972	324444	betaine_aldehyde_dehydrogenase
BW25113_RS25435	BW25113_RS25435	262487	262678	DeoR_family_transcriptional_regulator
yebK	BW25113_RS09720	1930909	1931778	DNA-binding_transcriptional_repressor_YebK
BW25113_RS02575	BW25113_RS02575	523405	524115	RHS_domain-containing_protein
lrp	BW25113_RS04615	928051	928545	DNA-binding_transcriptional_dual_regulator_Lrp
rseD	BW25113_RS25695	2703368	2703523	<i>rpoE</i>_leader_peptide
ymgL	BW25113_RS25535	1207996	1208106	protein_YmgL
purC	BW25113_RS12915	2590264	2590977	phosphoribosylaminoimidazole-succinocarboxamide_synthase
glyA	BW25113_RS13300	2677613	2678866	serine_hydroxymethyltransferase
bacA	BW25113_RS15880	3196669	3197490	undecaprenyl_pyrophosphate_phosphatase
BW25113_RS05370	BW25113_RS05370	1093021	1093108	tRNA-Ser
elbB	BW25113_RS16630	3343165	3343818	low_activity_glyoxalase_ElbB
murF	BW25113_RS00430	91137	92495	UDP-<i>N</i>-acetylmuramoyl-tripeptide&mdash;D-alanyl-D-alanine_ligase
yqjA	BW25113_RS16075	3241132	3241794	DedA_family_protein_YqjA
deoA	BW25113_RS22825	4608046	4609368	thymidine_phosphorylase
yqeC	BW25113_RS14955	3007646	3008416	uncharacterized_protein_YqeC
mrdB	BW25113_RS03295	660657	661769	peptidoglycan_glycosyltransferase_MrdB
yfeH	BW25113_RS12570	2520305	2521303	putative_solute:Na<sup>+</sup>_symporter
lexA	BW25113_RS20995	4247043	4247651	DNA-binding_transcriptional_repressor_LexA
gpmA	BW25113_RS03920	782299	783051	2,3-bisphosphoglycerate-dependent_phosphoglycerate_mutase
ftsI	BW25113_RS00420	87900	89666	peptidoglycan_DD-transpeptidase_FtsI
ispU	BW25113_RS00870	191393	192151	<i>ditrans,polycis</i>-undecaprenyl-diphosphate_synthase_[(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate_specific]
putA	BW25113_RS05275	1070376	1074338	fused_DNA-binding_transcriptional_repressor_/_proline_dehydrogenase_/_1-pyrroline-5-carboxylate_dehydrogenase_PutA
yshB	BW25113_RS20065	4047007	4047117	uncharacterized_protein_YshB
rihA	BW25113_RS03380	678933	679868	pyrimidine-specific_ribonucleoside_hydrolase_RihA
thiD	BW25113_RS10970	2177195	2177995	bifunctional_hydroxymethylpyrimidine_kinase/phosphomethylpyrimidine_kinase
cbrC	BW25113_RS19325	3891382	3891969	PF03691_family_colicin_E2_tolerance_protein_CbrC
yagU	BW25113_RS01475	298702	299316	DUF1440_domain-containing_inner_membrane_protein_YagU
igaA	BW25113_RS17605	3519828	3521963	inner_membrane_protein_IgaA
grpE	BW25113_RS13640	2743474	2744067	nucleotide_exchange_factor_GrpE
xisR	BW25113_RS07070	1407494	1407709	Rac_prophage;_excisionase
yggT	BW25113_RS15330	3089179	3089745	uncharacterized_protein_YggT
agaS	BW25113_RS16260	3275335	3276489	putative_galactosamine-6-phosphate_deaminase/isomerase
queG	BW25113_RS21650	4382745	4383884	epoxyqueuosine_reductase
gspO	BW25113_RS17285	3458902	3459579	type_II_secretion_system_prepilin_peptidase
mntP	BW25113_RS09535	1899945	1900511	Mn2+_exporter
dppD	BW25113_RS18365	3696225	3697208	dipeptide_ABC_transporter_ATP_binding_subunit_DppD
rplA	BW25113_RS20670	4168807	4169511	50S_ribosomal_protein_L1
prmB	BW25113_RS12165	2440987	2441919	ribosomal_protein_L3_<i>N</i><sup>5</sup>-glutamine_methyltransferase
yhiN	BW25113_RS18085	3629568	3630770	putative_oxidoreductase_YhiN
epmA	BW25113_RS21595	4372460	4373437	EF-P-lysine_lysyltransferase
ulaE	BW25113_RS21805	4412663	4413517	L-ribulose-5-phosphate_3-epimerase_UlaE
ttdT	BW25113_RS15910	3201383	3202846	L-tartrate:succinate_antiporter
mdtF	BW25113_RS18215	3653774	3656887	multidrug_efflux_pump_RND_permease_MdtF
creA	BW25113_RS22905	4625338	4625811	PF05981_family_protein_CreA
xylR	BW25113_RS18525	3728339	3729517	DNA-binding_transcriptional_dual_regulator_XylR
yeiB	BW25113_RS11230	2235289	2236446	DUF418_domain-containing_protein_YeiB
cadC	BW25113_RS21475	4350213	4351751	DNA-binding_transcriptional_activator_CadC
dinF	BW25113_RS21000	4247724	4249049	MATE_family_efflux_transporter_DinF
yaiZ	BW25113_RS25465	395049	395261	DUF2754_domain-containing_protein_YaiZ
yghT	BW25113_RS15510	3127490	3128182	putative_ATP-binding_protein_YghT
bsmA	BW25113_RS21765	4406258	4406587	DUF1471_domain-containing_putative_lipoprotein_BsmA
nlpI	BW25113_RS16400	3301399	3302283	lipoprotein_NlpI
ydeO	BW25113_RS07860	1577183	1577944	DNA-binding_transcriptional_dual_regulator_YdeO
maeA	BW25113_RS07755	1548229	1549926	malate_dehydrogenase_(oxaloacetate-decarboxylating)
ydjL	BW25113_RS09295	1854513	1855589	putative_zinc-binding_dehydrogenase_YdjL
thiK	BW25113_RS05755	1158716	1159540	thiamine_kinase
mdlB	BW25113_RS02325	466092	467873	ABC_transporter_family_protein_MdlB
recO	BW25113_RS13385	2695100	2695828	recombination_mediator_protein_RecO
sieB	BW25113_RS07110	1412928	1413416	Rac_prophage;_phage_superinfection_exclusion_protein
fdnH	BW25113_RS07735	1544718	1545602	formate_dehydrogenase_N_subunit_&beta;
holC	BW25113_RS22110	4473654	4474097	DNA_polymerase_III_subunit_&chi;
yjfL	BW25113_RS21740	4401796	4402194	DUF350_domain-containing_inner_membrane_protein_YjfL
yhdU	BW25113_RS16920	3405980	3406159	DUF2556_domain-containing_protein_YhdU
BW25113_RS19990	BW25113_RS19990	4030620	4030695	tRNA-Ala
tus	BW25113_RS08425	1678516	1679445	DNA_replication_terminus_site-binding_protein
sseA	BW25113_RS13150	2645853	2646698	3-mercaptopyruvate_sulfurtransferase
yehQ	BW25113_RS11070	2202579	2204579	SWIM_zinc_finger_family_protein
rimL	BW25113_RS07485	1493195	1493734	ribosomal-protein-L12-serine_<i>N</i>-acetyltransferase
sixA	BW25113_RS12210	2449806	2450291	phosphohistidine_phosphatase_SixA
ldtB	BW25113_RS04255	850280	851200	L,D-transpeptidase_LdtB
yagE	BW25113_RS01375	277989	278897	CP4-6_prophage;_2-dehydro-3-deoxygluconate_aldolase
pta	BW25113_RS12000	2408226	2410370	phosphate_acetyltransferase
BW25113_RS01195	BW25113_RS01195	250168	250689	peptide_chain_release_factor_H
exuR	BW25113_RS16070	3240011	3240787	DNA-binding_transcriptional_repressor_ExuR
ycgY	BW25113_RS06225	1240616	1241056	uncharacterized_protein_YcgY
hpt	BW25113_RS00625	137918	138454	hypoxanthine_phosphoribosyltransferase
mtfA	BW25113_RS10325	2037132	2037929	Mlc_titration_factor
fabH	BW25113_RS05680	1144215	1145168	3-oxoacyl-[acyl_carrier_protein]_synthase_3
lgoD	BW25113_RS22690	4585807	4586829	L-galactonate_oxidoreductase
nirC	BW25113_RS17455	3490362	3491168	nitrite_transporter_NirC
yddB	BW25113_RS07840	1569504	1571876	putative_TonB-dependent_receptor_YddB
kdpA	BW25113_RS03610	722515	724188	K<sup>+</sup>_transporting_P-type_ATPase_subunit_KdpA
ybeU	BW25113_RS03365	674964	675671	DUF1266_domain-containing_protein_YbeU
dctA	BW25113_RS18290	3675521	3676807	C4_dicarboxylate/orotate:H<sup>+</sup>_symporter
ribB	BW25113_RS15785	3177172	3177825	3,4-dihydroxy-2-butanone-4-phosphate_synthase
yidR	BW25113_RS19175	3861422	3862636	DUF3748_domain-containing_galacturonate_catabolism_protein_YidR
leuD	BW25113_RS00355	75335	75940	3-isopropylmalate_dehydratase_subunit_LeuD
rseC	BW25113_RS13410	2700681	2701160	protein_RseC
mscM	BW25113_RS21615	4375864	4379187	miniconductance_mechanosensitive_channel_MscM
yghR	BW25113_RS15500	3125813	3126571	putative_ATP-binding_protein_YghR
mltB	BW25113_RS14060	2817850	2818935	membrane-bound_lytic_murein_transglycosylase_B
tsaD	BW25113_RS15915	3202889	3203902	N<sup>6</sup>-L-threonylcarbamoyladenine_synthase,_TsaD_subunit
caiE	BW25113_RS00185	34781	35371	putative_transferase_CaiE
ybbY	BW25113_RS02635	536021	537322	putative_purine_transporter
exoX	BW25113_RS09665	1920377	1921039	exonuclease_X
yfhR	BW25113_RS13215	2657749	2658603	putative_peptidase
intS	BW25113_RS12255	2460024	2461181	CPS-53_(KpLE1)_prophage;_prophage_CPS-53_integrase
yfdY	BW25113_RS12405	2488529	2488771	DUF2545_domain-containing_protein_YfdY
chbG	BW25113_RS09065	1810643	1811392	chitooligosaccharide_monodeacetylase_ChbG
BW25113_RS06980	BW25113_RS06980	1390333	1391349	IS5-like_element_IS5_family_transposase
cysZ	BW25113_RS12590	2524822	2525583	sulfate:H+_symporter
pabA	BW25113_RS17420	3483625	3484188	aminodeoxychorismate_synthase_subunit_2
cysK	BW25113_RS12595	2525768	2526739	cysteine_synthase_A
yieL	BW25113_RS19335	3892768	3893937	putative_hydrolase_YieL
pyrR	BW25113_RS12425	2493862	2494596	DNA-binding_transcriptional_activator_PyrR
dgoD	BW25113_RS19190	3865210	3866358	D-galactonate_dehydratase
bolA	BW25113_RS02250	449928	450245	DNA-binding_transcriptional_dual_regulator_BolA
parC	BW25113_RS15670	3157074	3159332	DNA_topoisomerase_IV_subunit_A
yeaK	BW25113_RS09350	1867831	1868334	mischarged_aminoacyl-tRNA_deacylase
yfjM	BW25113_RS13715	2758872	2759135	CP4-57_prophage;_protein_YfjM
yjbF	BW25113_RS20890	4226190	4226828	lipoprotein_YjbF
chpB	BW25113_RS21950	4438509	4438859	endoribonuclease_toxin_ChpB
truB	BW25113_RS16415	3305192	3306136	tRNA_pseudouridine<sup>55</sup>_synthase
gmhA	BW25113_RS01125	240030	240608	D-sedoheptulose_7-phosphate_isomerase
uhpA	BW25113_RS19060	3843496	3844086	DNA-binding_transcriptional_activator_UhpA
ftsN	BW25113_RS20405	4112308	4113267	cell_division_protein_FtsN
intR	BW25113_RS23720	1406257	1407492	Rac_prophage;_putative_integrase
BW25113_RS01160	BW25113_RS01160	244845	246557	flagellar_biosynthesis_protein_FlhA
gadE	BW25113_RS18200	3651726	3652253	DNA-binding_transcriptional_activator_GadE
fur	BW25113_RS03520	705656	706102	DNA-binding_transcriptional_dual_regulator_Fur
nanK	BW25113_RS16705	3362834	3363709	<i>N</i>-acetylmannosamine_kinase
yehA	BW25113_RS10995	2180859	2181893	putative_fimbrial_adhesin_YehA
nuoF	BW25113_RS11930	2393697	2395034	NADH:quinone_oxidoreductase_subunit_F
